id,nuc,name,parent,total
7657,,Stonnington Library and Information Service. Malvern Library.,VSLIS,0
7656,,Stonnington Library and Information Service. Phoenix Park Library.,VSLIS,0
3728,,Stonnington Library and Information Service. Prahran / Windsor Library.,VSLIS,0
VSLIS:HC,VSLIS:HC,Stonnington Library and Information Service. Stonnington History Centre.,VSLIS,13684
VSTOTC,VSTOTC,Stott's College.,,0
NSML,NSML,Strathfield Council Library Service. Strathfield Council Library Service.,,68937
4918,,Strathfield Council Library Service. Strathfield Council Library Service. High Street Community Library .,NSML,0
SSBCS,SSBCS,Streaky Bay District Council. Streaky Bay School Community Library.,,13909
XSRC,XSRC,Strehlow Research Centre.,,2927
QSS,QSS,Stuartholme School.,,0
79797,,Study Group Australia.,,0
QSGA,QSGA,Study Group Australia. Brisbane Library.,79797,0
VSGA,VSGA,Study Group Australia. Melbourne Library.,79797,0
308717,,Study Group Australia. Perth Library.,79797,0
NSGA,NSGA,Study Group Australia. Sydney Library.,79797,0
WSBL,WSBL,Subiaco City Library & Information Service. Subiaco Library.,,1
QSCC,QSCC,Suncoast Christian College.,,0
VSDH,VSDH,Sunshine & District Historical Society Incorporated. Sunshine & District Historical Society Incorporated.,,59
QSCCC:BH,QSCCC:BH,Sunshine Coast Council. Sunshine Coast Cultural Collections.,,9400
QNGH,QNGH,Sunshine Coast Hospital and Health Service. Sunshine Coast Health Services.,,3117
QSCL,QSCL,Sunshine Coast Libraries.,,135739
5833,,Sunshine Coast Libraries. Beerwah Library.,QSCL,0
1787,,Sunshine Coast Libraries. Caloundra Library.,QSCL,0
6143,,Sunshine Coast Libraries. Coolum Beach Library.,QSCL,0
3505,,Sunshine Coast Libraries. Kawana Library.,QSCL,0
6144,,Sunshine Coast Libraries. Kenilworth Library.,QSCL,0
5835,,Sunshine Coast Libraries. Maleny Library.,QSCL,0
6123,,Sunshine Coast Libraries. Maroochydore Library.,QSCL,2
5834,,Sunshine Coast Libraries. Mobile Library 1.,QSCL,0
6122,,Sunshine Coast Libraries. Mobile Library 2.,QSCL,0
6124,,Sunshine Coast Libraries. Nambour Library.,QSCL,0
QSC,QSC,Supreme Court of Queensland. Supreme Court Library Queensland.,,13797
VSC,VSC,Supreme Court of Victoria. The Law Library of Victoria.,,23289
NSLSA,NSLSA,Surf Life Saving Australia.,,2
NSUT,NSUT,Sutherland Hospital. Medical Library.,,210
NSCL,NSCL,Sutherland Shire Libraries.,,244323
4815,,Sutherland Shire Libraries. Bundeena Library.,NSCL,0
4813,,Sutherland Shire Libraries. Caringbah Library.,NSCL,0
7201,,Sutherland Shire Libraries. Cronulla Library.,NSCL,0
7200,,Sutherland Shire Libraries. Engadine Library.,NSCL,0
7203,,Sutherland Shire Libraries. Menai Library.,NSCL,0
4816,,Sutherland Shire Libraries. Miranda Library.,NSCL,0
7204,,Sutherland Shire Libraries. Sylvania Library.,NSCL,0
VSWN,VSWN,Swan Hill Regional Library Service. Swan Hill Regional Library.,,56249
NBRM,NBRM,Swan Hill Regional Library Service. Swan Hill Regional Library. Barham Branch Library.,VSWN,0
8874,,Swan Hill Regional Library Service. Swan Hill Regional Library. Mobile Library.,VSWN,0
8873,,Swan Hill Regional Library Service. Swan Hill Regional Library. Moulamein Library.,VSWN,0
8875,,Swan Hill Regional Library Service. Swan Hill Regional Library. Wakool Library.,VSWN,0
VSWI,VSWI,SWIFT.,,0
15169,,Swinburne University of Technology.,,122087
VSWT:ANDS,VSWT:ANDS,Swinburne University of Technology. Research Data via ANDS.,15169,23
VSWT,VSWT,Swinburne University of Technology. Swinburne Library.,15169,122064
VSWT:CH,VSWT:CH,Swinburne University of Technology. Swinburne Library. Cosmos and History: The Journal of Natural and Social Philosophy.,VSWT,0
VSWT:DC,VSWT:DC,Swinburne University of Technology. Swinburne Library. Swinburne Commons.,VSWT,6741
VSWT:IR,VSWT:IR,Swinburne University of Technology. Swinburne Library. Swinburne University: Institutional Repository.,VSWT,87558
VSWT:RS,VSWT:RS,Swinburne University of Technology. Swinburne Research - ANDS Metadata Store.,15169,0
NSH,NSH,Sydney Hospital & Sydney Eye Hospital. Winston Library.,,374
12803,,Sydney Local Health District.,,9309
NBHL,NBHL,Sydney Local Health District. Balmain Hospital Library.,12803,0
NCBY,NCBY,Sydney Local Health District. Canterbury Hospital Medical Library.,12803,0
5568,,Sydney Local Health District. Central Sydney GP Network Ltd Library.,12803,0
NRGH,NRGH,Sydney Local Health District. Geoff Marel Library.,12803,7919
NAH,NAH,Sydney Local Health District. Royal Prince Alfred Hospital Susman Library.,12803,1390
NSMSA,NSMSA,Sydney Mechanics' School of Arts. Sydney Mechanics' School of Arts Library.,,14803
NSMB,NSMB,Sydney Missionary and Bible College. J.T.H. Kerr Library.,,0
QTBL,QTBL,Tablelands Regional Libraries.,,36231
13558,,Tablelands Regional Libraries. Atherton Library.,QTBL,0
2604,,Tablelands Regional Libraries. Herberton Library & Customer Service Centre.,QTBL,0
4992,,Tablelands Regional Libraries. Malanda Library & Customer Service Centre.,QTBL,0
5105,,Tablelands Regional Libraries. Millaa Millaa Library.,QTBL,0
3513,,Tablelands Regional Libraries. Mt Garnet Library.,QTBL,0
3514,,Tablelands Regional Libraries. Ravenshoe Library & Customer Service Centre .,QTBL,0
4994,,Tablelands Regional Libraries. Yungaburra Library.,QTBL,0
STCL,STCL,Tabor Adelaide. Tabor College Library.,,19838
12793,,TAFE Gippsland.,,15325
VEGC,VEGC,TAFE Gippsland.,12793,15325
VCGT,VCGT,TAFE Gippsland. TAFE Gippsland: Yallourn Campus.,12793,0
13611,,TAFE NSW - Hunter and Central Coast.,,0
3881,,TAFE NSW - Hunter and Central Coast. Belmont Library.,13611,0
3882,,TAFE NSW - Hunter and Central Coast. Cessnock Library.,13611,0
3883,,TAFE NSW - Hunter and Central Coast. Glendale Library.,13611,0
3884,,TAFE NSW - Hunter and Central Coast. Gosford Campus Library.,13611,0
4430,,TAFE NSW - Hunter and Central Coast. Hamilton Library.,13611,0
3885,,TAFE NSW - Hunter and Central Coast. Hunter Street Campus Library.,13611,0
NKKF,NKKF,TAFE NSW - Hunter and Central Coast. Kurri Kurri TAFE Campus Library.,13611,0
5189,,TAFE NSW - Hunter and Central Coast. Maitland Campus Library.,13611,0
6243,,TAFE NSW - Hunter and Central Coast. Muswellbrook Library.,13611,0
NHIN,NHIN,TAFE NSW - Hunter and Central Coast. Newcastle Library.,13611,0
3439,,TAFE NSW - Hunter and Central Coast. Scone Campus Library.,13611,0
3888,,TAFE NSW - Hunter and Central Coast. Singleton Library.,13611,0
3889,,TAFE NSW - Hunter and Central Coast. Wyong Library.,13611,0
NTAFEII,NTAFEII,TAFE NSW - Illawarra and South Coast.,,0
3876,,TAFE NSW - Illawarra and South Coast. Bega Campus Library.,NTAFEII,0
4026,,TAFE NSW - Illawarra and South Coast. Cooma Campus Library.,NTAFEII,0
2630,,TAFE NSW - Illawarra and South Coast. Dapto Campus Library.,NTAFEII,0
4382,,TAFE NSW - Illawarra and South Coast. Goulburn Campus Library.,NTAFEII,0
3878,,TAFE NSW - Illawarra and South Coast. Moruya Campus Library.,NTAFEII,0
2631,,TAFE NSW - Illawarra and South Coast. Moss Vale Campus Library.,NTAFEII,0
2632,,TAFE NSW - Illawarra and South Coast. Nowra Campus Library.,NTAFEII,0
19756,,TAFE NSW - Illawarra and South Coast. Queanbeyan Campus Library.,NTAFEII,0
2633,,TAFE NSW - Illawarra and South Coast. Shellharbour Campus Library.,NTAFEII,0
3877,,TAFE NSW - Illawarra and South Coast. Ulladulla Campus Library.,NTAFEII,0
NWT,NWT,TAFE NSW - Illawarra and South Coast. Wollongong Campus Library.,NTAFEII,0
2635,,TAFE NSW - Illawarra and South Coast. Wollongong West Campus Library.,NTAFEII,0
4028,,TAFE NSW - Illawarra and South Coast. Yallah Campus Library.,NTAFEII,0
14365,,TAFE NSW - Northern Sydney.,,0
NBSC,NBSC,TAFE NSW - Northern Sydney. Bradfield Senior College Library - See St Leonards Library.,14365,0
6597,,TAFE NSW - Northern Sydney. Crows Nest College Library- CLOSED.,14365,0
7776,,TAFE NSW - Northern Sydney. Hornsby College Library.,14365,0
6590,,TAFE NSW - Northern Sydney. Northern Beaches College Library.,14365,0
NRYF,NRYF,TAFE NSW - Northern Sydney. Ryde College Library.,14365,0
NNSCL,NNSCL,TAFE NSW - Northern Sydney. St Leonards Library.,14365,0
8553,,TAFE NSW - Northern Sydney. TAFE NSW Meadowbank Library.,14365,0
NWAT,NWAT,TAFE NSW - Riverina. Wagga Wagga Campus Library.,,0
NSWSI,NSWSI,TAFE NSW - South Western Sydney.,,0
6194,,TAFE NSW - South Western Sydney. Bankstown College Library.,NSWSI,0
6195,,TAFE NSW - South Western Sydney. Bankstown College Library. Chullora TAFE Library.,6194,0
6189,,TAFE NSW - South Western Sydney. Campbelltown College Library.,NSWSI,0
NGVF,NGVF,TAFE NSW - South Western Sydney. Granville College Library.,NSWSI,0
3874,,TAFE NSW - South Western Sydney. Lidcombe College of TAFE Library.,NSWSI,0
6190,,TAFE NSW - South Western Sydney. Liverpool College Library.,NSWSI,0
9350,,TAFE NSW - South Western Sydney. Macquarie Fields College Library.,NSWSI,0
NMCT,NMCT,TAFE NSW - South Western Sydney. Miller College Library.,NSWSI,0
6193,,TAFE NSW - South Western Sydney. Padstow College Library.,NSWSI,0
6192,,TAFE NSW - South Western Sydney. Wetherill Park College Library.,NSWSI,0
NSI,NSI,TAFE NSW - Sydney.,,0
3891,,TAFE NSW - Sydney. Design Centre Enmore Library.,NSI,0
3893,,TAFE NSW - Sydney. Eora Centre Library.,NSI,0
3894,,TAFE NSW - Sydney. Petersham Campus  Library.,NSI,0
3895,,TAFE NSW - Sydney. Petersham West Street Library.,NSI,0
NRWF,NRWF,TAFE NSW - Sydney. Randwick Library.,NSI,0
NSGT,NSGT,TAFE NSW - Sydney. St George College Library.,NSI,0
NST,NST,TAFE NSW - Sydney. Ultimo College Library.,NSI,0
NORT,NORT,TAFE NSW - Western NSW. Orange Campus Library.,,0
NWSI,NWSI,TAFE NSW - Western Sydney.,,0
6201,,TAFE NSW - Western Sydney. Baulkham Hills College Library.,NWSI,0
3625,,TAFE NSW - Western Sydney. Blacktown College Library.,NWSI,0
6202,,TAFE NSW - Western Sydney. Blue Mountains Campus Library.,NWSI,0
7717,,TAFE NSW - Western Sydney. Mount Druitt College Library.,NWSI,0
6205,,TAFE NSW - Western Sydney. Multicultural Access Centre Library (NSW).,NWSI,0
6204,,"TAFE NSW - Western Sydney. Nepean College, Kingswood Campus Library.",NWSI,0
6203,,"TAFE NSW - Western Sydney. Nepean College, Penrith Campus Library.",NWSI,0
NRCT,NRCT,TAFE NSW - Western Sydney. Richmond College Library.,NWSI,0
6200,,TAFE NSW - Western Sydney. Werrington College Library.,NWSI,0
NTN,NTN,TAFE NSW.,,1457
NTLS,NTLS,TAFE NSW. TAFE Library Collection Services.,NTN,1457
QSOB,QSOB,TAFE Queensland Library Network.,,0
SFED,SFED,TAFE SA.,,47081
SFED:MB,SFED:MB,TAFE SA. Mount Barker Campus Library.,SFED,0
WTAM,WTAM,Tambellup Shire Council. Tambellup Public Library.,,0
WTMN,WTMN,Tammin Shire Council. Tammin Shire Library.,,0
VTAR,VTAR,Tarrangower History (Maldon & District).,,164
13108,,Tasmanian Health Service.,,0
TNWB,TNWB,Tasmanian Health Service. Dr Richard Buttfield Library.,13108,0
THSE,THSE,Tasmanian Health Service. Wingfield Library.,13108,0
15224,,Tasmanian Museum & Art Gallery.,,50
TASA:ANDS,TASA:ANDS,Tasmanian Museum & Art Gallery. Research Data via ANDS.,15224,50
TASA,TASA,Tasmanian Museum & Art Gallery. Tasmanian Museum & Art Gallery Library.,15224,0
TTP,TTP,TasTAFE Libraries.,,0
TLC,TLC,TasTAFE Libraries. Alanvale Library (Launceston).,TTP,0
TNWU,TNWU,TasTAFE Libraries. Burnie Library.,TTP,0
TSSL,TSSL,TasTAFE Libraries. Campbell St Library.,TTP,0
6207,,TasTAFE Libraries. Clarence Campus Library.,TTP,0
TNWD,TNWD,TasTAFE Libraries. Devonport Library.,TTP,0
TDRH,TDRH,TasTAFE Libraries. Drysdale Library TasTAFE.,TTP,0
6211,,TasTAFE Libraries. Launceston Library.,TTP,0
TNWQ,TNWQ,TasTAFE Libraries. Queenstown Library.,TTP,0
SBT,SBT,Tatiara District Council. Bordertown Public Library.,,24251
NTC,NTC,Tattersals Club.,,1016
VTAT,VTAT,Tatura Historical Society. Tatura Irrigation & Wartime Camps Museum.,,5879
NTEN,NTEN,Tenterfield Public Library. Tenterfield Public Library.,,352
NTACS,NTACS,The Australian Computer Society .,,471
NAF,NAF,The Australiana Fund.,,334
SBCPL,SBCPL,The Barossa Council. Nuriootpa Library.,,43166
QBOO,QBOO,The Book House.,,1330
VCMI,VCMI,The Cairnmillar Institute.,,3196
VC,VC,The Carmelite Library .,,40626
SQSC,SQSC,The Flinders Ranges Council. Quorn School & Community Library.,,20222
VTGC,VTGC,The Geelong College. George Morrison Library.,,0
NBAU,NBAU,The Hills Shire Council Library Service. The Hills Shire.,,49126
SQEH,SQEH,The Queen Elizabeth Hospital  Library.,,1
SRIG,SRIG,The Rebuild Independence Group (RIG) Collection.,,40
VRCH,VRCH,The Royal Children's Hospital. J.W. Grieve Memorial Library.,,5602
QTSS,QTSS,The Southport School. Senior Library.,,0
VJAF,VJAF,The Theosophical Society in Australia.,,19773
SATS,SATS,The Theosophical Society in Australia. Adelaide Theosophical Society Library.,VJAF,0
5319,,The Theosophical Society in Australia. Adyar Lending Library.,VJAF,0
5324,,The Theosophical Society in Australia. Atherton Library.,VJAF,0
NCTRL,NCTRL,The Theosophical Society in Australia. Campbell Theosophical Research Library.,VJAF,0
5327,,"The Theosophical Society in Australia. John A. Farquharson Library, Melbourne Theosophical Society.",VJAF,0
326520,,The Theosophical Society in Australia. Lending Library of Hobart Branch.,VJAF,0
326521,,The Theosophical Society in Australia. Lending Library of Launceston Lodge.,VJAF,0
326519,,The Theosophical Society in Australia. Lending Library of The Brisbane Theosophical Society.,VJAF,0
5328,,The Theosophical Society in Australia. Perth Theosophical Society Library and Bookshop.,VJAF,0
QTH,QTH,The Townsville Hospital. Townsville Health Library.,,8493
15379,,The University of Melbourne.,,411673
VU:AWR,VU:AWR,The University of Melbourne. Australian Women's Register.,15379,6711
VU:CCCS,VU:CCCS,The University of Melbourne. Centre for Comparative Constitutional Studies.,15379,0
VU:CW,VU:CW,The University of Melbourne. Course Work.,15379,4840
VU:CCHC,VU:CCHC,"The University of Melbourne. Creswick Campus Historical Collection, University of Melbourne.",15379,1876
VU:DC,VU:DC,The University of Melbourne. Digitised collections.,15379,40125
VU:EOAS,VU:EOAS,The University of Melbourne. Encyclopedia of Australian Science.,15379,8262
VU:MHW,VU:MHW,The University of Melbourne. Melbourne History Workshop.,15379,348
VUMC,VUMC,The University of Melbourne. Museums and Collections.,15379,2262
VU:POJAP,VU:POJAP,The University of Melbourne. Plain of Jars Archaeological Project.,15379,741
VU:ANDS,VU:ANDS,The University of Melbourne. Research Data via ANDS.,15379,1030
VU,VU,The University of Melbourne. The University of Melbourne Library.,15379,118261
4736,,"The University of Melbourne. The University of Melbourne Library. Architecture, Building & Planning Library.",VU,0
337277,,The University of Melbourne. The University of Melbourne Library. Archives & Special Collections.,VU,0
1631,,The University of Melbourne. The University of Melbourne Library. Brownless Biomedical Library.,VU,0
337278,,The University of Melbourne. The University of Melbourne Library. East Asian Library.,VU,0
7384,,The University of Melbourne. The University of Melbourne Library. Eastern Resource Centre.,VU,0
1606,,The University of Melbourne. The University of Melbourne Library. Giblin Eunson Library.,VU,0
4764,,The University of Melbourne. The University of Melbourne Library. Law Library.,VU,0
337281,,The University of Melbourne. The University of Melbourne Library. Lenton Parr Library.,VU,0
6176,,The University of Melbourne. The University of Melbourne Library. Louise Hansen-Dyer Music Library.,VU,0
17076,,The University of Melbourne. The University of Melbourne Library. Map Collection.,VU,0
337279,,The University of Melbourne. The University of Melbourne Library. Melbourne Business Centre Library.,VU,0
7363,,The University of Melbourne. The University of Melbourne Library. Melbourne School of Land and Environment - Burnley.,VU,0
6729,,The University of Melbourne. The University of Melbourne Library. Melbourne School of Land and Environment - Dookie .,VU,0
VU:IR,VU:IR,The University of Melbourne. The University of Melbourne Library. University of Melbourne: Institutional Repository.,VU,118260
337280,,The University of Melbourne. The University of Melbourne Library. Veterinary Sciences Library - Parkville & Werribee.,VU,0
VUMA,VUMA,The University of Melbourne. University of Melbourne Archives.,15379,227217
VU:VCA,VU:VCA,The University of Melbourne. Victorian College of the Arts: Film & Television School.,15379,0
10215,,The University of Queensland.,,1359798
QU:ANDS,QU:ANDS,The University of Queensland. Research Data via ANDS.,10215,1126
QU,QU,The University of Queensland. University of Queensland Library.,10215,1352646
QU:IR,QU:IR,The University of Queensland. University of Queensland Library. University of Queensland: Institutional Repository.,QU,515814
QU:WA,QU:WA,The University of Queensland. Walkabout Annotated Bibliography UQ-UTAS.,10215,6026
10216,,The University of Sydney.,,1703357
NUAAJ,NUAAJ,The University of Sydney. Archive of Australian Judaica.,10216,156
NU:DC,NU:DC,The University of Sydney. Digital Collections.,10216,11667
3437,,The University of Sydney. Health Education Unit Library.,10216,0
NU:PAR,NU:PAR,The University of Sydney. PARADISEC.,10216,596
NU:ANDS,NU:ANDS,The University of Sydney. Research Data via ANDS.,10216,211
11534,,The University of Sydney. Schaeffer Fine Arts Library.,10216,0
330757,,The University of Sydney. The Koori Centre Research Library.,10216,0
NU,NU,The University of Sydney. University of Sydney Library.,10216,1681869
8226,,The University of Sydney. University of Sydney Library. Fisher Library.,NU,0
NU:HS,NU:HS,The University of Sydney. University of Sydney Library. Health Sciences Library.,NU,0
NU:NR,NU:NR,The University of Sydney. University of Sydney Library. Nursing Library.,NU,0
NSX,NSX,The University of Sydney. University of Sydney Library. Sydney College of the Arts Library.,NU,0
NU:IR,NU:IR,The University of Sydney. University of Sydney Library. University of Sydney: Institutional Repository.,NU,29420
NU:OJS,NU:OJS,The University of Sydney. University of Sydney eScholarship Journals.,10216,8858
NTWL,NTWL,The Women's Library.,,8102
ATGA,ATGA,Therapeutic Goods Administration. Information Resources and Research Services.,,26
325337,,Think: Education Group.,,0
QTEGB,QTEGB,Think: Education Group. Laureate Libraries Australia.,325337,0
VTEGM,VTEGM,Think: Education Group. Melbourne Campus - Library.,325337,0
NTEGP,NTEGP,Think: Education Group. Pyrmont Campus Library.,325337,0
VSNT,VSNT,Think: Education Group. Southern School of Natural Therapies Alf Jacka Library.,325337,0
NBLU,NBLU,Think: Education Group. Think Education Group Learning Resource Centre.,325337,0
NTEGU,NTEGU,Think: Education Group. Ultimo Campus Library.,325337,0
VTFB,VTFB,Thompson's Foundry Band Inc.,,1519
WTRE,WTRE,Three Springs Shire Council. Three Springs Library.,,0
QTWGS,QTWGS,Toowoomba Grammar School. W.M. Dent Library.,,0
QTOL,QTOL,Toowoomba Regional Council. Toowoomba Region Libraries.,,174534
3707,,Toowoomba Regional Council. Toowoomba Region Libraries. Cecil Plains Library.,QTOL,0
7548,,Toowoomba Regional Council. Toowoomba Region Libraries. Clifton Library.,QTOL,0
4749,,Toowoomba Regional Council. Toowoomba Region Libraries. Goombungee Library.,QTOL,0
6393,,Toowoomba Regional Council. Toowoomba Region Libraries. Highfields Library.,QTOL,0
1503,,Toowoomba Regional Council. Toowoomba Region Libraries. John French VC Memorial Library.,QTOL,0
3703,,Toowoomba Regional Council. Toowoomba Region Libraries. Millmerran Library.,QTOL,0
4658,,Toowoomba Regional Council. Toowoomba Region Libraries. Oakey Library.,QTOL,0
3689,,Toowoomba Regional Council. Toowoomba Region Libraries. Pittsworth Library.,QTOL,0
8928,,Toowoomba Regional Council. Toowoomba Region Libraries. Quinalow Library.,QTOL,0
4751,,Toowoomba Regional Council. Toowoomba Region Libraries. Rosalie Mobile Library.,QTOL,0
5097,,Toowoomba Regional Council. Toowoomba Region Libraries. Southern Queensland Theology Library.,QTOL,0
VLEA,VLEA,Torrens Global Education Services Pty Ltd.,,25478
STUA,STUA,Torrens University Australia. Torrens University Australia Library.,,4
WBAS,WBAS,Town of Bassendean. Bassendean Memorial Library .,,0
WFPL,WFPL,Town of Cambridge. Cambridge Library.,,21532
WCLA,WCLA,Town of Claremont. Claremont Community Hub & Library.,,8
SGAW,SGAW,Town of Gawler. Gawler Public Library.,,37759
14560,,Town of Port Hedland: South Hedland Libraries.,,0
WPOHD,WPOHD,Town of Port Hedland: South Hedland Libraries. Port Hedland Public Library.,14560,0
WSHD,WSHD,Town of Port Hedland: South Hedland Libraries. South Hedland Public Library.,14560,0
WVIC,WVIC,Town of Victoria Park. Victoria Park Library.,,1
312137,,Townsville City Council.,,86796
QTTL,QTTL,Townsville City Council. Townsville City Council Corporate Research.,312137,18
QTCL,QTCL,Townsville City Council. Townsville Citylibraries.,312137,86778
6867,,Townsville City Council. Townsville Citylibraries. Citylibraries Aitkenvale .,QTCL,0
7660,,Townsville City Council. Townsville Citylibraries. Citylibraries Flinders Street.,QTCL,0
9254,,Townsville City Council. Townsville Citylibraries. Citylibraries Riverway.,QTCL,0
QTGS,QTGS,Townsville Grammar School. Library and Resource Centre.,,0
QTMM,QTMM,Townsville Maritime Museum.,,571
VTL,VTL,Towong Shire Council. Towong Shire Libraries. Towong Library.,,9520
WTRY,WTRY,Trayning Shire Council. Trayning Public Library.,,0
VTRIN,VTRIN,Trinity College.,,15095
VU:T,VU:T,Trinity College. Leeper and Mollison Library.,VTRIN,15091
NTGS,NTGS,Trinity Grammar School. Trinity Grammar School Library.,,0
QTLC,QTLC,Trinity Lutheran College.,,0
WTTC,WTTC,"Trinity Theological College (Perth, WA). Trinity Theological College Library.",,128424
ANL:DL,ANL:DL,Trove Digital Library.,,2010692
STBSC,STBSC,Tumby Bay District Council. Tumby Bay School Community Library.,,22435
NTWM,NTWM,Tweed Regional Museum.,,5527
NULPB,NULPB,Ulverscroft Large Print Books.,,1
NUT,NUT,United Theological College. Camden Theological Library - The Uniting Church in Australia.,,56525
VUAR,VUAR,Uniting Church Archives (Vic).,,2061
NBUR,NBUR,Uniting Library Services.,,0
12050,,University of Adelaide.,,1065976
SUA:AC,SUA:AC,University of Adelaide. Adelaide Connect.,12050,2265
SUA,SUA,University of Adelaide. Barr Smith Library.,12050,887656
18974,,University of Adelaide. Elder Music Library.,12050,0
8985,,University of Adelaide. Law Library.,12050,0
SUA:ANDS,SUA:ANDS,University of Adelaide. Research Data via ANDS.,12050,1043
SUA:R,SUA:R,University of Adelaide. Roseworthy Campus Library .,12050,18418
SUA:IR,SUA:IR,University of Adelaide. University of Adelaide: Institutional Repository.,12050,130580
SUA:W,SUA:W,University of Adelaide. Waite Library .,12050,26014
15378,,University of Canberra.,,125864
AUC:LR,AUC:LR,University of Canberra. National Centre for Australian Children's Literature.,15378,27937
AUC:ANDS,AUC:ANDS,University of Canberra. Research Data via ANDS.,15378,16
AUC,AUC,University of Canberra. University of Canberra Library.,15378,67492
AUC:IR,AUC:IR,University of Canberra. University of Canberra Research Repository.,15378,30419
VMCD,VMCD,University of Divinity Libraries.,,28165
15380,,University of Melbourne - Residential College.,,7610
VU:I,VU:I,University of Melbourne - Residential College. International House Library.,15380,0
VU:O,VU:O,"University of Melbourne - Residential College. Ormond College, Macfarland Library.",15380,0
VU:Q,VU:Q,University of Melbourne - Residential College. Queen's College Library.,15380,7610
VU:U,VU:U,University of Melbourne - Residential College. University College Library.,15380,0
VASD,VASD,University of Melbourne Australia Centre. Australian Sound Design Project.,,94
NNEA,NNEA,University of New England and Regional Archives.,,508
15385,,University of New England.,,235173
NUNE,NUNE,University of New England. Dixson Library.,15385,201114
9179,,University of New England. Dixson Library. UNE Law Library.,NUNE,0
NUNE:IR,NUNE:IR,University of New England. Institutional Repository.,15385,33647
NUNE:ANDS,NUNE:ANDS,University of New England. Research Data via ANDS.,15385,412
NNCU:A,NNCU:A,University of Newcastle Library.,,74146
340497,,University of Newcastle Library. Auchmuty Library.,NNCU:A,0
340498,,University of Newcastle Library. Huxley Library.,NNCU:A,0
NNCU:IR,NNCU:IR,University of Newcastle Library. NOVA. The University of Newcastle Open Access repository.,NNCU:A,61166
340499,,University of Newcastle Library. Newcastle City Campus Library.,NNCU:A,0
NNCU:C,NNCU:C,University of Newcastle Library. Ourimbah Library.,NNCU:A,0
NNCU:ANDS,NNCU:ANDS,University of Newcastle Library. Research Data via ANDS.,NNCU:A,47
15388,,University of Notre Dame Australia.,,105703
NUND:D,NUND:D,University of Notre Dame Australia. Benedict XVI Medical Library.,15388,5738
WUND:B,WUND:B,University of Notre Dame Australia. Broome Campus Library.,15388,8440
WUND:L,WUND:L,University of Notre Dame Australia. Craven Law Library.,15388,1563
NUND:S,NUND:S,University of Notre Dame Australia. St Benedict's Library .,15388,21997
WUND,WUND,University of Notre Dame Australia. St Teresa's Library.,15388,67965
WUND:IR,WUND:IR,University of Notre Dame Australia. St Teresa's Library. University of Notre Dame Australia: Institutional Repository.,WUND,7466
15392,,University of South Australia.,,228400
5806,,University of South Australia. City East Campus Library.,15392,0
5809,,University of South Australia. City West Campus Library.,15392,0
890,,University of South Australia. Magill Campus Library.,15392,0
5810,,University of South Australia. Mawson Lakes Campus Library.,15392,0
SUSA:ANDS,SUSA:ANDS,University of South Australia. Research Data via ANDS.,15392,361
5811,,University of South Australia. Samstag Museum.,15392,0
SUSA,SUSA,University of South Australia. University of South Australia Library.,15392,228039
SUSA:ACM,SUSA:ACM,University of South Australia. University of South Australia Library. Asia Pacific Journal of Arts and Cultural Management.,SUSA,98
SUSA:EI,SUSA:EI,University of South Australia. University of South Australia Library. International Journal of Educational Integrity.,SUSA,0
SUSA:EB,SUSA:EB,University of South Australia. University of South Australia Library. Journal of International Education in Business .,SUSA,0
SUSA:SW,SUSA:SW,University of South Australia. University of South Australia Library. Journal of Student Wellbeing .,SUSA,0
SUSA:EE,SUSA:EE,University of South Australia. University of South Australia Library. The Journal of Educational Enquiry .,SUSA,0
SUSA:MCS,SUSA:MCS,University of South Australia. University of South Australia Library. The Management Case Study Journal .,SUSA,0
SUSA:A,SUSA:A,University of South Australia. University of South Australia Library. University of South Australia Archives.,SUSA,14513
SUSA:IR,SUSA:IR,University of South Australia. University of South Australia Library. University of South Australia: Institutional Repository.,SUSA,94517
SUSA:OJS,SUSA:OJS,University of South Australia. University of South Australia Library. University of South Australia: Open Journal Systems.,SUSA,542
2276,,University of South Australia. Whyalla Campus Library.,15392,0
QUSQ,QUSQ,University of Southern Queensland. USQ Library.,,1521
QUSQ:IR,QUSQ:IR,University of Southern Queensland. USQ Library. University of Southern Queensland: Institutional Repository.,QUSQ,1516
TU:COLL,TU:COLL,University of Tasmania Collections.,,14375
TU,TU,University of Tasmania.,,504077
9175,,University of Tasmania. Art Library.,TU,0
2281,,University of Tasmania. Clinical Library.,TU,0
2278,,University of Tasmania. Cradle Coast Campus Library.,TU,0
TLM,TLM,University of Tasmania. Lade Memorial Library.,TU,0
2280,,University of Tasmania. Launceston Campus Library.,TU,0
6416,,University of Tasmania. Law Library.,TU,0
TU:OR,TU:OR,University of Tasmania. Library Open Repository.,TU,16424
329597,,University of Tasmania. Morris Miller Library.,TU,0
8122,,University of Tasmania. Music Library.,TU,0
TU:ANDS,TU:ANDS,University of Tasmania. Research Data via ANDS.,TU,248
339637,,University of Tasmania. Rozelle Campus Library.,TU,0
TU:IR,TU:IR,University of Tasmania. Institutional Repository.,TU,115403
10218,,University of Technology Sydney.,,602547
NTSM:ANDS,NTSM:ANDS,University of Technology Sydney. Research Data via ANDS.,10218,66
NTSM:E,NTSM:E,University of Technology Sydney. UTS ePRESS.,10218,3570
NTSM,NTSM,University of Technology Sydney. University Library.,10218,598911
